"gun","CO_daily","NO2_daily"
2004-07-08,2.24782608695652,129.086956521739
2004-07-09,1.7875,120.727272727273
2004-07-10,0.979166666666667,76.2173913043478
2004-07-11,0.85,66.8260869565217
2004-07-12,1.79565217391304,90.5652173913043
2004-07-13,2.3625,109.434782608696
2004-07-14,2.30833333333333,122.086956521739
2004-07-15,2.18695652173913,123.217391304348
2004-07-16,2.20833333333333,126.565217391304
2004-07-17,1.575,95.6521739130435
2004-07-18,0.782608695652174,72.695652173913
2004-07-19,1.34545454545455,122.04347826087
2004-07-20,NA,122.217391304348
2004-07-21,3.46666666666667,113.130434782609
2004-07-22,2.28636363636364,123.652173913043
2004-07-23,1.94583333333333,106.521739130435
2004-07-24,1.3,70.1304347826087
2004-07-25,0.908695652173913,56.4347826086956
2004-07-26,1.16666666666667,94.2608695652174
2004-07-27,NA,89.5217391304348
2004-07-28,NA,105.318181818182
2004-07-29,NA,109.217391304348
2004-07-30,NA,110.695652173913
2004-07-31,1.82631578947368,97.9565217391304
2004-08-01,0.983333333333333,58.5217391304348
2004-08-02,1.28260869565217,98.6363636363636
2004-08-03,0.1,112.818181818182
2004-08-04,NA,81.6666666666667
2004-08-05,NA,94.2307692307692
2004-08-06,2.07894736842105,89.1739130434783
2004-08-07,1.24166666666667,68.2608695652174
2004-08-08,1.075,55.9565217391304
2004-08-09,1.48695652173913,60.3913043478261
2004-08-10,1.475,65.0869565217391
2004-08-11,1.3,53.0869565217391
2004-08-12,1.30869565217391,61.0869565217391
2004-08-13,1.025,68.2173913043478
2004-08-14,0.8625,54.4782608695652
2004-08-15,0.760869565217391,46.2173913043478
2004-08-16,1.1,67.0869565217391
2004-08-17,1.20909090909091,62.8
2004-08-18,1.5125,65.875
2004-08-19,1.1,43.6
2004-08-20,NA,NA
2004-08-21,NA,NA
2004-08-22,NA,NA
2004-08-23,1.35,65.6923076923077
2004-08-24,1.37916666666667,83.695652173913
2004-08-25,1.51666666666667,75.2173913043478
2004-08-26,1.35652173913043,70.4347826086957
2004-08-27,1.62916666666667,87.4347826086957
2004-08-28,0.957142857142857,59.9230769230769
2004-08-29,NA,NA
2004-08-30,NA,NA
2004-08-31,2.16,95.2222222222222
2004-09-01,2.2375,109.347826086957
2004-09-02,1.84,77.5555555555556
2004-09-03,3.31428571428571,NA
2004-09-04,1.72083333333333,NA
2004-09-05,1.30416666666667,NA
2004-09-06,1.42173913043478,NA
2004-09-07,1.89090909090909,72.6666666666667
2004-09-08,3.32857142857143,159.833333333333
2004-09-09,2.2375,136.086956521739
2004-09-10,1.95,124.086956521739
2004-09-11,1.6,101
2004-09-12,NA,NA
2004-09-13,2.96923076923077,140
2004-09-14,0.75,59.5
2004-09-15,3.67142857142857,118
2004-09-16,2.10833333333333,89.9523809523809
2004-09-17,1.53333333333333,86.9130434782609
2004-09-18,1.3695652173913,86.2173913043478
2004-09-19,1.96666666666667,101.95652173913
2004-09-20,2.69130434782609,123.136363636364
2004-09-21,2.98333333333333,131.782608695652
2004-09-22,2.75833333333333,125.565217391304
2004-09-23,2.48695652173913,113.521739130435
2004-09-24,2.3875,100.04347826087
2004-09-25,1.24166666666667,38.0434782608696
2004-09-26,1.54347826086957,78.5217391304348
2004-09-27,2.15,108.217391304348
2004-09-28,2.83333333333333,133.478260869565
2004-09-29,2.77391304347826,131.260869565217
2004-09-30,3.14615384615385,125
2004-10-01,2.7,104.941176470588
2004-10-02,NA,NA
2004-10-03,NA,NA
2004-10-04,NA,NA
2004-10-05,NA,NA
2004-10-06,NA,NA
2004-10-07,4.1875,98.375
2004-10-08,2.59583333333333,80.9565217391304
2004-10-09,2.525,80.7826086956522
2004-10-10,1.61739130434783,66.7391304347826
2004-10-11,2.45416666666667,71.7391304347826
2004-10-12,1.26666666666667,63
2004-10-13,1.35,75
2004-10-14,NA,NA
2004-10-15,NA,NA
2004-10-16,NA,NA
2004-10-17,NA,NA
2004-10-18,NA,NA
2004-10-19,NA,NA
2004-10-20,5.65,139.75
2004-10-21,3.17826086956522,96.1363636363636
2004-10-22,3.11739130434783,92.5652173913043
2004-10-23,2.57391304347826,88.6086956521739
2004-10-24,2.01304347826087,73.9565217391304
2004-10-25,3.66086956521739,95.3913043478261
2004-10-26,3.67391304347826,109.652173913043
2004-10-27,2.38695652173913,94.304347826087
2004-10-28,2.67391304347826,91.8695652173913
2004-10-29,2.55217391304348,104.217391304348
2004-10-30,2.88260869565217,109.869565217391
2004-10-31,2.17391304347826,69.1304347826087
2004-11-01,2.74782608695652,74.6521739130435
2004-11-02,4.3304347826087,102.217391304348
2004-11-03,2.55217391304348,81.6521739130435
2004-11-04,2.70625,101.695652173913
2004-11-05,3.09166666666667,97.0869565217391
2004-11-06,2.32916666666667,88.6521739130435
2004-11-07,1.33478260869565,67.6521739130435
2004-11-08,1.72,93.8333333333333
2004-11-09,2.6,NA
2004-11-10,1.77916666666667,128
2004-11-11,2.91666666666667,155.652173913043
2004-11-12,1.97391304347826,114.217391304348
2004-11-13,1.94583333333333,117.347826086957
2004-11-14,0.6125,54.9565217391304
2004-11-15,1.69130434782609,110.608695652174
2004-11-16,2.325,144.434782608696
2004-11-17,3.37391304347826,173.909090909091
2004-11-18,3.375,184.565217391304
2004-11-19,3.92083333333333,151.434782608696
2004-11-20,1.94347826086957,151.695652173913
2004-11-21,1.02173913043478,144.086956521739
2004-11-22,2.73636363636364,185.652173913043
2004-11-23,5.06086956521739,163
2004-11-24,3.48333333333333,126.434782608696
2004-11-25,2.93333333333333,127.95652173913
2004-11-26,4.64347826086957,159.739130434783
2004-11-27,3.74583333333333,130.782608695652
2004-11-28,2.19565217391304,94.2608695652174
2004-11-29,2.67916666666667,111.173913043478
2004-11-30,2.61666666666667,112.782608695652
2004-12-01,3.20869565217391,127.391304347826
2004-12-02,3.775,123.04347826087
2004-12-03,3.5375,121.652173913043
2004-12-04,2.43478260869565,100.391304347826
2004-12-05,1.39583333333333,81.6521739130435
2004-12-06,2.3875,104.608695652174
2004-12-07,2.38260869565217,102.826086956522
2004-12-08,1.8875,92.1304347826087
2004-12-09,1.4,89
2004-12-10,1.72608695652174,103.173913043478
2004-12-11,1.92916666666667,120.608695652174
2004-12-12,2.84166666666667,131.826086956522
2004-12-13,3.49565217391304,152.782608695652
2004-12-14,3.68333333333333,152.608695652174
2004-12-15,3.0875,133.913043478261
2004-12-16,4.42608695652174,162.95652173913
2004-12-17,3.41666666666667,146.521739130435
2004-12-18,1.7625,112
2004-12-19,2.7304347826087,129
2004-12-20,2.35833333333333,105.565217391304
2004-12-21,2.03333333333333,132.782608695652
2004-12-22,2.22173913043478,134.695652173913
2004-12-23,4.0625,172.086956521739
2004-12-24,5.32083333333333,166.521739130435
2004-12-25,3.92173913043478,147.608695652174
2004-12-26,1.42916666666667,104.391304347826
2004-12-27,1.56666666666667,108.391304347826
2004-12-28,1.2,101
2004-12-29,NA,NA
2004-12-30,NA,NA
2004-12-31,NA,NA
2005-01-01,2.13478260869565,128.409090909091
2005-01-02,2.04583333333333,131.826086956522
2005-01-03,2.53478260869565,138.869565217391
2005-01-04,2.48333333333333,147.130434782609
2005-01-05,3.01666666666667,147.913043478261
2005-01-06,1.6695652173913,117.913043478261
2005-01-07,2.66666666666667,126.521739130435
2005-01-08,2.80416666666667,141.913043478261
2005-01-09,1.70869565217391,112.652173913043
2005-01-10,2.12727272727273,123.739130434783
2005-01-11,2.8125,131.217391304348
2005-01-12,3.27391304347826,148.95652173913
2005-01-13,2.67916666666667,127.913043478261
2005-01-14,3.15,141.391304347826
2005-01-15,2.68260869565217,148.782608695652
2005-01-16,1.52916666666667,125.521739130435
2005-01-17,2.84166666666667,160.086956521739
2005-01-18,3.08260869565217,171.04347826087
2005-01-19,0.983333333333333,112.739130434783
2005-01-20,2.53333333333333,136.782608695652
2005-01-21,3.0695652173913,163.217391304348
2005-01-22,1.13181818181818,184.95652173913
2005-01-23,0.8,142.695652173913
2005-01-24,0.95,128
2005-01-25,0.466666666666667,97.7826086956522
2005-01-26,0.53125,109.173913043478
2005-01-27,1.37272727272727,125.086956521739
2005-01-28,1.45416666666667,137.695652173913
2005-01-29,0.995833333333333,90.0869565217391
2005-01-30,0.978260869565217,96.7826086956522
2005-01-31,2.60434782608696,182.954545454545
2005-02-01,2.86666666666667,162.95652173913
2005-02-02,3.35,162.217391304348
2005-02-03,2.71304347826087,202.608695652174
2005-02-04,1.85,180.782608695652
2005-02-05,1.43333333333333,165.782608695652
2005-02-06,1.19565217391304,133.260869565217
2005-02-07,1.39583333333333,151.217391304348
2005-02-08,1.4375,151.95652173913
2005-02-09,1.99130434782609,157.304347826087
2005-02-10,2.97083333333333,173.739130434783
2005-02-11,4.1625,223.347826086957
2005-02-12,3.50869565217391,215.478260869565
2005-02-13,2.33333333333333,149.565217391304
2005-02-14,1.6875,137.434782608696
2005-02-15,1.45652173913043,133.217391304348
2005-02-16,2.20416666666667,178.739130434783
2005-02-17,1.76666666666667,150.304347826087
2005-02-18,1.87391304347826,149.652173913043
2005-02-19,1.78333333333333,171.217391304348
2005-02-20,1.1875,111.434782608696
2005-02-21,2.01304347826087,160.304347826087
2005-02-22,1.99583333333333,176.521739130435
2005-02-23,1.7125,176.478260869565
2005-02-24,2.24347826086957,203
2005-02-25,2.42916666666667,162.809523809524
2005-02-26,2.34166666666667,129.521739130435
2005-02-27,1.76086956521739,127.521739130435
2005-02-28,1.025,101.260869565217
2005-03-01,1.02083333333333,99.4347826086957
2005-03-02,1.87826086956522,149.695652173913
2005-03-03,2.16666666666667,159.565217391304
2005-03-04,2.92083333333333,170.434782608696
2005-03-05,1.79130434782609,152.04347826087
2005-03-06,1.33333333333333,120.434782608696
2005-03-07,1.55416666666667,146.130434782609
2005-03-08,2.48695652173913,177.869565217391
2005-03-09,2.62083333333333,155.521739130435
2005-03-10,2.35,150.818181818182
2005-03-11,1.68260869565217,159.458333333333
2005-03-12,0.74,130.041666666667
2005-03-13,0.866666666666667,124.333333333333
2005-03-14,2.40869565217391,147.416666666667
2005-03-15,2.49166666666667,147.166666666667
2005-03-16,2.52916666666667,163.166666666667
2005-03-17,2.49565217391304,157.291666666667
2005-03-18,2.675,166.25
2005-03-19,1.9125,141.541666666667
2005-03-20,1.61739130434783,113.583333333333
2005-03-21,2.54583333333333,136.5
2005-03-22,2.43333333333333,123.708333333333
2005-03-23,2.94782608695652,140.791666666667
2005-03-24,2.675,135.875
2005-03-25,2.50416666666667,137.291666666667
2005-03-26,1.74782608695652,106.541666666667
2005-03-27,1.3375,92.5833333333333
2005-03-28,1.5,103.041666666667
2005-03-29,2.33913043478261,123
2005-03-30,1.91666666666667,122.125
2005-03-31,1.3875,100.708333333333
2005-04-01,1.10869565217391,107.333333333333
2005-04-02,0.854166666666667,100.166666666667
2005-04-03,1.14166666666667,111.125
2005-04-04,2.07857142857143,122
NA,NA,NA
